-15000.00000000 -39.32250000
-14980.00000000 -39.13285700
-14960.00000000 -39.82235300
-14940.00000000 -39.48230800
-14920.00000000 -38.54076900
-14900.00000000 -39.48000000
-14880.00000000 -39.14666700
-14860.00000000 -39.91444400
-14840.00000000 -39.29000000
-14820.00000000 -39.80368400
-14800.00000000 -40.40200000
-14780.00000000 -39.49800000
-14760.00000000 -40.12222200
-14740.00000000 -38.84461500
-14720.00000000 -39.08500000
-14700.00000000 -39.09857100
-14680.00000000 -39.75695700
-14660.00000000 -41.67000000
-14640.00000000 -39.50571400
-14620.00000000 -38.78538500
-14600.00000000 -39.68230800
-14580.00000000 -38.78428600
-14560.00000000 -40.04444400
-14540.00000000 -40.55111100
-14520.00000000 -40.48000000
-14500.00000000 -38.73000000
-14480.00000000 -38.04090900
-14460.00000000 -37.15000000
-14440.00000000 -35.79000000
-14420.00000000 -36.01000000
-14400.00000000 -35.72000000
-14380.00000000 -34.99500000
-14360.00000000 -35.11000000
-14340.00000000 -35.48333300
-14320.00000000 -35.99000000
-14300.00000000 -34.56000000
-14280.00000000 -35.48666700
-14260.00000000 -36.26333300
-14240.00000000 -35.56000000
-14220.00000000 -36.18090900
-14200.00000000 -35.61777800
-14180.00000000 -36.33400000
-14160.00000000 -36.44000000
-14140.00000000 -35.62333300
-14120.00000000 -34.81000000
-14100.00000000 -35.31000000
-14080.00000000 -35.95400000
-14060.00000000 -36.27200000
-14040.00000000 -36.67500000
-14020.00000000 -37.47500000
-14000.00000000 -36.95818200
-13980.00000000 -37.06090900
-13960.00000000 -38.16000000
-13940.00000000 -38.35384600
-13920.00000000 -36.82000000
-13900.00000000 -37.25363600
-13880.00000000 -37.95307700
-13860.00000000 -39.13714300
-13840.00000000 -39.29000000
-13820.00000000 -40.02058800
-13800.00000000 -39.10571400
-13780.00000000 -37.32000000
-13760.00000000 -38.03727300
-13740.00000000 -36.68500000
-13720.00000000 -37.16200000
-13700.00000000 -37.70454500
-13680.00000000 -37.71600000
-13660.00000000 -37.16916700
-13640.00000000 -37.95454500
-13620.00000000 -37.23000000
-13600.00000000 -38.08833300
-13580.00000000 -37.76545500
-13560.00000000 -37.50727300
-13540.00000000 -36.56333300
-13520.00000000 -37.64600000
-13500.00000000 -37.47500000
-13480.00000000 -37.36818200
-13460.00000000 -37.84300000
-13440.00000000 -37.84384600
-13420.00000000 -39.27615400
-13400.00000000 -38.26500000
-13380.00000000 -37.44090900
-13360.00000000 -37.31600000
-13340.00000000 -37.57500000
